,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.03225806451612903
6,0.06451612903225806
7,0.03225806451612903
8,0.06451612903225806
9,0.0
10,0.0
11,0.12903225806451613
12,0.0
13,0.29032258064516125
14,0.0
15,0.0
16,0.03225806451612903
17,0.06451612903225806
18,0.03225806451612903
19,0.0
20,0.0
21,0.03225806451612903
22,0.1935483870967742
23,0.06451612903225806
24,0.3225806451612903
25,0.0967741935483871
26,0.1935483870967742
27,0.25806451612903225
28,0.22580645161290322
29,0.6129032258064516
30,0.3548387096774194
31,0.12903225806451613
32,0.12903225806451613
33,0.0967741935483871
34,0.03225806451612903
35,0.12903225806451613
36,0.0967741935483871
37,0.12903225806451613
38,0.03225806451612903
39,0.0
40,0.0
41,0.03225806451612903
42,0.0
43,0.06451612903225806
44,0.06451612903225806
45,0.0
46,0.03225806451612903
47,0.06451612903225806
48,0.0
49,0.06451612903225806
50,0.0
51,0.0
52,0.0
53,0.0
54,0.03225806451612903
55,0.0
56,0.03225806451612903
57,0.0
58,0.06451612903225806
59,0.03225806451612903
60,0.12903225806451613
61,0.0
62,0.0
63,0.06451612903225806
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.03225806451612903
76,0.0
77,0.0967741935483871
78,0.03225806451612903
79,0.0
80,0.0
81,0.03225806451612903
82,0.0
83,0.0
84,0.0967741935483871
85,0.03225806451612903
86,0.0
87,0.03225806451612903
88,0.03225806451612903
89,0.03225806451612903
90,0.0
91,0.0
92,0.0
93,0.0
94,0.03225806451612903
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.03225806451612903
102,0.0967741935483871
103,0.03225806451612903
104,0.0
105,0.06451612903225806
106,0.0
107,0.03225806451612903
108,0.12903225806451613
109,0.06451612903225806
110,0.03225806451612903
111,0.0
112,0.03225806451612903
113,0.0
114,0.0
115,0.0
116,0.03225806451612903
117,0.0
118,0.0
119,0.0
120,0.03225806451612903
121,0.0
122,0.0
123,0.03225806451612903
124,0.0
125,0.0
126,0.0
127,0.03225806451612903
128,0.06451612903225806
129,0.03225806451612903
130,0.0
131,0.0
132,0.0
133,0.0
134,0.03225806451612903
135,0.0
136,0.0
137,0.03225806451612903
138,0.03225806451612903
139,0.0
140,0.03225806451612903
141,0.0
142,0.03225806451612903
143,0.06451612903225806
144,0.0
145,0.0
146,0.0
147,0.0
148,0.06451612903225806
149,0.0
150,0.06451612903225806
151,0.03225806451612903
152,0.03225806451612903
153,0.03225806451612903
154,0.06451612903225806
155,0.0
156,0.0
157,0.0
158,0.03225806451612903
159,0.0
160,0.06451612903225806
161,0.06451612903225806
162,0.0967741935483871
163,0.06451612903225806
164,0.0
165,0.03225806451612903
166,0.06451612903225806
167,0.03225806451612903
168,0.0
169,0.0
170,0.03225806451612903
171,0.0
172,0.0
173,0.12903225806451613
174,0.0
175,0.03225806451612903
176,0.03225806451612903
177,0.06451612903225806
178,0.03225806451612903
179,0.0
180,0.03225806451612903
181,0.03225806451612903
182,0.0
183,0.0
184,0.0
185,0.03225806451612903
186,0.06451612903225806
187,0.03225806451612903
188,0.03225806451612903
189,0.0
190,0.03225806451612903
191,0.0
192,0.03225806451612903
193,0.0
194,0.03225806451612903
195,0.0
196,0.03225806451612903
197,0.03225806451612903
198,0.06451612903225806
199,0.0
200,0.0
201,0.0
202,0.0
203,0.06451612903225806
204,0.0
205,0.0
206,0.0
207,0.06451612903225806
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0967741935483871
214,0.0
215,0.0
216,0.03225806451612903
217,0.0
218,0.03225806451612903
219,0.03225806451612903
220,0.0
221,0.06451612903225806
222,0.06451612903225806
223,0.0
224,0.0
225,0.03225806451612903
226,0.0
227,0.0
228,0.03225806451612903
229,0.0
230,0.0
231,0.0
232,0.03225806451612903
233,0.03225806451612903
234,0.0
235,0.0
236,0.06451612903225806
237,0.0
238,0.0
239,0.0
240,0.03225806451612903
241,0.0
242,0.06451612903225806
243,0.0
244,0.03225806451612903
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.03225806451612903
251,0.0
252,0.0
253,0.06451612903225806
254,0.0
255,0.0
256,0.06451612903225806
257,0.03225806451612903
258,0.06451612903225806
259,0.03225806451612903
260,0.06451612903225806
261,0.03225806451612903
262,0.0
263,0.03225806451612903
264,0.0
265,0.0
266,0.0
267,0.03225806451612903
268,0.06451612903225806
269,0.06451612903225806
270,0.0
271,0.0
272,0.0
273,0.0
274,0.03225806451612903
275,0.03225806451612903
276,0.03225806451612903
277,0.0
278,0.03225806451612903
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.06451612903225806
289,0.06451612903225806
290,0.0
291,0.03225806451612903
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0967741935483871
298,0.03225806451612903
299,0.03225806451612903
300,0.0967741935483871
301,0.0
302,0.0
303,0.0967741935483871
304,0.0
305,0.0967741935483871
306,0.0
307,0.0967741935483871
308,0.0
309,0.03225806451612903
310,0.0
311,0.06451612903225806
312,0.0
313,0.06451612903225806
314,0.0
315,0.06451612903225806
316,0.0
317,0.03225806451612903
318,0.06451612903225806
319,0.12903225806451613
320,0.0
321,0.0
322,0.0
323,0.06451612903225806
324,0.03225806451612903
325,0.03225806451612903
326,0.03225806451612903
327,0.03225806451612903
328,0.0
329,0.0
330,0.0
331,0.03225806451612903
332,0.03225806451612903
333,0.0
334,0.06451612903225806
335,0.0967741935483871
336,0.0
337,0.03225806451612903
338,0.0
339,0.0
340,0.06451612903225806
341,0.06451612903225806
342,0.0
343,0.06451612903225806
344,0.06451612903225806
345,0.22580645161290322
346,0.06451612903225806
347,0.06451612903225806
348,0.06451612903225806
349,0.0
350,0.06451612903225806
351,0.03225806451612903
352,0.03225806451612903
353,0.1935483870967742
354,0.06451612903225806
355,0.16129032258064516
356,0.06451612903225806
357,0.0
358,0.0
359,0.03225806451612903
360,0.03225806451612903
361,0.03225806451612903
362,0.12903225806451613
363,0.0
364,0.0
365,0.0967741935483871
366,0.22580645161290322
367,0.0967741935483871
368,0.0967741935483871
369,0.0
370,0.03225806451612903
371,0.03225806451612903
372,0.0
373,0.0
374,0.03225806451612903
375,0.0
376,0.0
377,0.03225806451612903
378,0.03225806451612903
379,0.06451612903225806
380,0.0
381,0.03225806451612903
382,0.0967741935483871
383,0.03225806451612903
384,0.03225806451612903
385,0.03225806451612903
386,0.06451612903225806
387,0.0
388,0.06451612903225806
389,0.0
390,0.0967741935483871
391,0.03225806451612903
392,0.0
393,0.0
394,0.03225806451612903
395,0.06451612903225806
396,0.06451612903225806
397,0.03225806451612903
398,0.06451612903225806
399,0.03225806451612903
400,0.0
