,date4,size,BTC Price,Date1
570,2020-08-21,3,11833.8973486966,2020-08-21
571,2020-08-23,2,11674.6243539052,2020-08-23
572,2020-08-25,1,11744.0126966495,2020-08-25
573,2020-08-27,1,11458.8225964867,2020-08-27
574,2020-08-29,1,11482.2256865058,2020-08-29
575,2020-09-04,1,10712.9206460713,2020-09-04
576,2020-09-08,2,10381.7761069335,2020-09-08
577,2020-09-14,2,10313.06857949,2020-09-14
578,2020-09-16,1,10829.5053071986,2020-09-16
579,2020-09-18,1,10937.1112591004,2020-09-18
580,2020-09-26,1,10729.0696074184,2020-09-26
581,2020-09-30,1,10764.2843707196,2020-09-30
582,2020-10-12,1,11334.0267420322,2020-10-12
583,2020-10-14,1,11443.7327918222,2020-10-14
584,2020-10-18,2,11358.7063796297,2020-10-18
585,2020-10-20,2,11776.5929973295,2020-10-20
586,2020-10-24,4,12933.8235654933,2020-10-24
587,2020-10-26,2,13008.4532577537,2020-10-26
588,2020-10-30,1,13467.7317828145,2020-10-30
589,2020-11-01,2,13891.2168331626,2020-11-01
590,2020-11-03,1,13633.6982168925,2020-11-03
591,2020-11-07,5,15540.5965908122,2020-11-07
592,2020-11-11,1,15374.0443857602,2020-11-11
593,2020-11-17,3,16752.0029899638,2020-11-17
594,2020-11-21,3,18612.870672181,2020-11-21
595,2020-11-25,1,19045.7364656531,2020-11-25
596,2020-11-29,1,17814.7802784355,2020-11-29
597,2020-12-01,1,19382.3605858664,2020-12-01
598,2020-12-05,2,18813.1247602864,2020-12-05
599,2020-12-07,1,19113.9333950879,2020-12-07
600,2020-12-11,1,18359.4766003421,2020-12-11
601,2020-12-13,1,18882.2601710641,2020-12-13
602,2020-12-17,1,21310.6562622307,2020-12-17
603,2020-12-19,1,23008.7762567449,2020-12-19
604,2020-12-21,1,23537.3698908908,2020-12-21
605,2020-12-29,1,26718.0294634041,2020-12-29
